Text,Sentiment,ProdID
Hey mtnug and UmemeLtd I made a transaction for Yaka units last night but I havent received my units up to now Transaction ID is  ,Negative,15
mtnug  Whats going on  Mobile Money transactions to Airtel are Barred  Mobile Money Transactions with Barclays Bank not working Please fix these Cc BarclaysUganda  ,Negative,62
AirtelUg these Data bundles are enticing LoL Got a request that you increase the amount of data one can send  data share with another number I buy the gb and want to share it with my wife so Please  ,Positive,11
AirtelUg Im having lots of difficulty understanding how your internet works If you could explain more why its been unusable I would be grateful  ,Negative,45
AirtelUg  havent been able to use the appgives me an error  what gives  ,Negative,85
AirtelUg Todays network is ingaha unamused   ,Negative,62
Please work on ur G network as u claim it to be fast bcos it is not AirtelUg  ,Negative,55
mtnug It more than hrs now but not yet worked on yet I used an expensive option because it was an emergency otherwise I would have just withdrawn and directly deposit on airtel  ,Negative,58
AirtelUg Guys get rid of the snails that have invaded your network today  ,Negative,59
AirtelUg Congratulations and thanks Airtel for the fast internet I kindly ask you to widen coverage in Sebei especially in Kapchorwa  ,Positive,52
AirtelUg But why are we surfering with all this first of all your girls at the service centers dont seem to be in the moods of working this verification thing is another battle  ,Negative,23
KTabazi But also the scrapping of the tax on mobile money deposits was a step in the right direction  With mtnugs MOMO Pay option payments are made convenient  Ultimately with continuous lobbying and interaction the taxes on withdrawal and transfer could be revised    ,Negative,70
rogersromeo AirtelUg I know I have been to nakasongola and the network was still wobbly  ,Negative,76
So UCCOfficial has pulled down a post saying AirtelUg  G internet is bad Basically UCC was peddling fake news Or should we say the telecoms are now regulating the regulator  Whats with Uganda protecting fake investors  ,Negative,65
mtnug Btw you chaps want to disconnect my already registered line  If you can work on that Ill be smiling from ear to ear  derromusaada sir i await your good news eyes   ,Negative,84
Hey AirtelUg  its almost a month since I quit your Data services  I believeam now healing from the trauma u put me through  Thats all joy   ,Negative,58
AirtelUg Yet mtnug gaaga is jus K for GB and even faster than bullet  ,Positive,17
africellUG It cant even load my thing  ,Negative,73
mtnug Guess you are lowering the Tariffs because they are already high  ,Negative,33
Dear CentenaryBank I deposited money on my account yest using mtnug mobile but it not reflecting on my account yet please help  ,Negative,37
mtnug USSD not working  ,Negative,65
AirtelUg I have been a customer since I got my first cellphone is  Same number same network but intermittent service quality You can do better  ,Negative,30
mtnug I lost hope in your k for gb rolleyes AirtelUg I will be  back  on   ,Negative,9
AirtelUg LONGLIVE AIRTEL  TEAM G network  ,Positive,43
AirtelUg Internet is an exercise in patience Otherwise the frustration might give you an aneurysm  ,Negative,64
AirtelUg Ur data wc is as light as Hydrogen has forced me to renew my MTN line  triumph   ,Negative,5
Dear AirtelUg investing in advertising and promotion of your internet when it barely works in places like Kampala is a waste of everyones resources Please dont come here with it could be your device coz I was forced to buy mtnug data and it worked well  ,Positive,12
Jokes aside but AirtelUg  You guys need to up your game  This internet is too slow for life Humble request regards  ,Negative,66
But AirtelUg you really need to do something about your Internet This was at am today  ,Negative,57
AirtelUg Can someone respond to my issue I am give you the number again  Stop your auto voice bundle renewal on my money  UCCOfficial  can you help have airtel stop chopping my money on auto voice bundle  ,Negative,72
How much data is in AirtelUg s gb  sleepy   ,Negative,6
Its absurd how africellUG especially the Boulevard branch has those I dont care attitude service people who cant even help to customer satisfaction Not an ounce of intent Its even more absurd that the Boys there are part of the bracket  neutralface     ,Negative,29
Sometimes I wonder how the hell i would live life without My africellUG best G best data bundles for Life  ,Positive,16
Airtel is just Crap at our place just here in kasubi  I cant access internet at night at alleveryday I call customer care and they say that is network congestion neri AirtelUg then am like why dont we roll back to G where at least things used to work   ,Negative,4
AirtelUg what did I do to you to give me a very poor connection tonight  ,Negative,39
AirtelUg I switched my sim card to G but no GB data offer for me How deceitful  ,Negative,7
AirtelUg Amazing words to get the week moving  ,Positive,6
mtnug I have not had my bundles doubled and I use k per month on voice and data bundles  ,Negative,37
There is when you feel fed up of AirtelUg msgs but even when you block them they keep coming thats how serious they are its seems Ive got also to be more serious and drop their sim card  ,Negative,89
From Kabale to Gulu From the bustle of Kampala to the quietness of Kibale From the hills of Mt Elgon to Kalangala AirtelUg has announced the availability of countrywide G LTE connectivity following complete modernization of their network  ,Positive,16
AirtelUg  speeds  turtle   ,Negative,18
The AirtelUg G internet does not work in mutudwe its super slow fails to even connect some times yet when I am in kamwokya the link is really good  ,Negative,34
nahaabwe Are u joking Looks like Im leaving mtnug for real now No point of me staying The worst network ever  ,Negative,58
AirtelUg I need a reset of my mobile money pin I really could use much help because have waited enough time already  ,Negative,57
AirtelUg has the best network around these streets  ,Positive,46
CSsendiwala africellUG They can do a lot of things better but the latter assertion is incorrect I have been accessing Africell G from Kireka for the past  or  years  ,Positive,44
AirtelUg I have made several calls in vain This is pure robbery by airtel  ,Negative,80
miksaac mtnug Thats my best part  satisfied   ,Positive,34
I feel like throwing my mtnug line in river but i dont want to pollute it  ,Negative,10
AirtelUg I have been engaging u all this while You still have not solved just a small SIM registration Why do we even  angry   ,Negative,67
AirtelUg can this be corrected besides giving me a wrong sur name you successfully changed my birthday as well and its irritating unamused   ,Negative,86
AirtelUg your internet is a new level of terrible Cant even stream one p movie without it continuously buffering  Do better please  ,Negative,100
AirtelUg you now win an award trophy  for Poorest Network cheii  crossedfingers   ,Negative,31
But AirtelUg  Buffering in this day and age Am losing my patience with your slow internet  ,Negative,88
So mtnug I buy OTT for once in a long time and I fail to access Google Twitter Instagram YouTube Until I switch my VPN back on Whats up with your internet Kyoka my OTT is for a week  cry   ,Negative,34
mtnug should be closed MTN Uganda  ,Negative,57
truthfully africellUG has the best Internet how I wish I had joined earlier Thea is some network Ive been uzn but the Internet was too slow Africell big ups to u  ,Positive,8
AirtelUg why is that somone cant send me money from Mtnwhich issues do you two have  mwebelelemu  ,Negative,56
Realdre AirtelUg youre such a SCAM  ,Negative,32
But mtnug  They way and manner you chop data on our phones This is total stealing You need to explain  Why  ,Negative,32
